year,class_id,class_hh,class_m_edu,class_lag_mean,class_size,grade,school_hh,school_m_edu,class_mean,id_teacher,res_lag1,res_lag2,res_lag3,res_lag4,res_lag5,res_lag6,weight1,weight2,weight3,weight4,weight5,weight6
2002,3087,12118.331,17.192308,-.24179372,26,5,12168.118,16.663309,-2.651974,345,-2.7559185,,,,,,53,55,,,,
2003,5493,12274.199,16.884615,-.005280802,26,5,12314.801,16.69521,-2.7179599,345,-2.651974,-2.7559185,,,,,52,53,55,,,
2004,7899,11766.404,15.925926,-.00010247873,27,5,12047.082,16.798834,-2.7224326,345,-2.7179599,-2.651974,-2.7559185,,,,53,53,54,56,,
2005,5505,13183.13,18,.041345872,29,5,11978.669,16.852983,-2.7249548,345,-2.7224326,-2.7179599,-2.651974,-2.7559185,,,56,55,55,56,58,
2006,5511,11752.694,17.384615,-.018545786,26,5,12187.887,16.736765,-2.6941161,345,-2.7249548,-2.7224326,-2.7179599,-2.651974,-2.7559185,,55,53,52,52,53,55
2007,7917,11978.536,16.76,.029969327,25,5,12180.476,16.667652,-2.7353888,345,-2.6941161,-2.7249548,-2.7224326,-2.7179599,-2.651974,-2.7559185,51,54,52,51,51,52
2000,3075,11406.193,16.285715,,28,5,11751.008,16.383406,,346,,,,,,,,,,,,
2001,681,13566.768,18.357143,-.18779612,28,5,11961.75,16.514368,-2.6589994,346,,,,,,,56,,,,,
2002,7887,12148.658,16.470589,-.42150146,34,5,12168.118,16.663309,-2.7022188,346,-2.6589994,,,,,,62,62,,,,
2003,693,11505.56,17.866667,-.38251996,30,5,12314.801,16.69521,-2.6524656,346,-2.7022188,-2.6589994,,,,,64,58,58,,,
2004,5499,11518.222,16.700001,-.017650371,30,5,12047.082,16.798834,-2.6066985,346,-2.6524656,-2.7022188,-2.6589994,,,,60,64,58,58,,
2005,3105,11339.137,18.181818,.0084222062,22,5,11978.669,16.852983,-2.7041337,346,-2.6066985,-2.6524656,-2.7022188,-2.6589994,,,52,52,56,50,50,
2006,3111,12106.171,15.676471,-.29807311,34,5,12187.887,16.736765,-2.7061038,346,-2.7041337,-2.6066985,-2.6524656,-2.7022188,-2.6589994,,56,64,64,68,62,62
2007,3117,12869.421,17.612904,-.10606153,31,5,12180.476,16.667652,-2.6937315,346,-2.7061038,-2.7041337,-2.6066985,-2.6524656,-2.7022188,-2.6589994,65,53,61,61,65,59
2000,5475,12845.651,15,,29,5,11751.008,16.383406,,347,,,,,,,,,,,,
2001,3081,11410.435,16.470589,-.028725384,34,5,11961.75,16.514368,-2.679163,347,,,,,,,63,,,,,
2002,5487,13632.074,18.212122,.09508872,33,5,12168.118,16.663309,-2.7267146,347,-2.679163,,,,,,67,62,,,,
2003,7893,12614.633,16.617647,.17642935,34,5,12314.801,16.69521,-2.5658653,347,-2.7267146,-2.679163,,,,,67,68,63,,,
2004,699,12674.357,16.566668,.11835247,30,5,12047.082,16.798834,-2.6952879,347,-2.5658653,-2.7267146,-2.679163,,,,64,63,64,59,,
2005,705,12125.324,16,-.24642144,26,5,11978.669,16.852983,-2.7281399,347,-2.6952879,-2.5658653,-2.7267146,-2.679163,,,56,60,59,60,55,
2006,7911,11933.788,16.629629,-.0886859,27,5,12187.887,16.736765,-2.66769,347,-2.7281399,-2.6952879,-2.5658653,-2.7267146,-2.679163,,53,57,61,60,61,56
2007,717,11976.033,17.193548,-.029877486,31,5,12180.476,16.667652,-2.6736987,347,-2.66769,-2.7281399,-2.6952879,-2.5658653,-2.7267146,-2.679163,58,57,61,65,64,65
2000,7875,12174.471,16.633333,,30,5,11751.008,16.383406,,348,,,,,,,,,,,,
2001,7881,12079.548,15.37037,-.4680557,27,5,11961.75,16.514368,-2.7508116,348,,,,,,,57,,,,,
2002,687,11354.278,15.75,.021295413,24,5,12168.118,16.663309,-2.6783907,348,-2.7508116,,,,,,51,54,,,,
2003,3093,12330.312,14.642858,-.12685089,28,5,12314.801,16.69521,-2.6550152,348,-2.6783907,-2.7508116,,,,,52,55,58,,,
2004,3099,11839.531,17.75,-.064501941,28,5,12047.082,16.798834,-2.6213853,348,-2.6550152,-2.6783907,-2.7508116,,,,56,52,55,58,,
2005,7905,9978.0723,16.133333,.17385593,30,5,11978.669,16.852983,-2.5920961,348,-2.6213853,-2.6550152,-2.6783907,-2.7508116,,,58,58,54,57,60,
2006,711,13566.714,16.538462,-.14378142,26,5,12187.887,16.736765,-2.658299,348,-2.5920961,-2.6213853,-2.6550152,-2.6783907,-2.7508116,,56,54,54,50,53,56
2007,5517,13143.249,17.766666,-.17057402,30,5,12180.476,16.667652,-2.7320592,348,-2.658299,-2.5920961,-2.6213853,-2.6550152,-2.6783907,-2.7508116,56,60,58,58,54,57
2000,676,11936.008,15.08,,25,6,11751.008,16.383406,,349,,,,,,,,,,,,
2001,5482,11313.442,16.030304,.027967792,33,6,11961.75,16.514368,-2.7753406,349,,,,,,,58,,,,,
2002,688,10187.596,17.310345,-.24788499,29,6,12168.118,16.663309,-2.5950465,349,-2.7753406,,,,,,62,54,,,,
2003,7894,12720.7,18.086956,.12091675,23,6,12314.801,16.69521,-2.6717825,349,-2.5950465,-2.7753406,,,,,52,56,48,,,
2004,5500,12132.452,16.428572,-.024780007,28,6,12047.082,16.798834,-2.6786919,349,-2.6717825,-2.5950465,-2.7753406,,,,51,57,61,53,,
2005,3106,11623.913,15.724138,.4246105,29,6,11978.669,16.852983,-2.6859963,349,-2.6786919,-2.6717825,-2.5950465,-2.7753406,,,57,52,58,62,54,
2006,712,11991.813,16.833334,-.10812076,30,6,12187.887,16.736765,-2.6526182,349,-2.6859963,-2.6786919,-2.6717825,-2.5950465,-2.7753406,,59,58,53,59,63,55
2007,718,11312.731,17.333334,.19103895,27,6,12180.476,16.667652,-2.758004,349,-2.6526182,-2.6859963,-2.6786919,-2.6717825,-2.5950465,-2.7753406,57,56,55,50,56,60
2000,3076,11858.141,18.200001,,30,6,11751.008,16.383406,,350,,,,,,,,,,,,
2001,682,11902.963,15.846154,.035700347,26,6,11961.75,16.514368,-2.7072279,350,,,,,,,56,,,,,
2002,7888,13460.545,16.033333,-.091568761,30,6,12168.118,16.663309,-2.5849638,350,-2.7072279,,,,,,56,60,,,,
2003,694,12656.053,16.818182,.017407116,33,6,12314.801,16.69521,-2.6472588,350,-2.5849638,-2.7072279,,,,,63,59,63,,,
2004,700,12102.106,16.5,.16495965,32,6,12047.082,16.798834,-2.604249,350,-2.6472588,-2.5849638,-2.7072279,,,,65,62,58,62,,
2005,706,11990.895,17.965517,-.15601146,29,6,11978.669,16.852983,-2.5914149,350,-2.604249,-2.6472588,-2.5849638,-2.7072279,,,61,62,59,55,59,
2006,5512,12806.312,17.045454,-.03078554,22,6,12187.887,16.736765,-2.5970881,350,-2.5914149,-2.604249,-2.6472588,-2.5849638,-2.7072279,,51,54,55,52,48,52
2007,5518,13806.934,16.875,.044992104,24,6,12180.476,16.667652,-2.6763046,350,-2.5970881,-2.5914149,-2.604249,-2.6472588,-2.5849638,-2.7072279,46,53,56,57,54,50
2000,5476,12417.833,16.448277,,29,6,11751.008,16.383406,,351,,,,,,,,,,,,
2001,7882,12236.229,15.46875,.044833601,32,6,11961.75,16.514368,-2.7212968,351,,,,,,,61,,,,,
2002,3088,12122.053,17.666666,.057534374,27,6,12168.118,16.663309,-2.6928296,351,-2.7212968,,,,,,59,56,,,,
2003,5494,12143.249,15.857142,-.06011501,28,6,12314.801,16.69521,-2.5771708,351,-2.6928296,-2.7212968,,,,,55,60,57,,,
2004,3100,12905.606,16.48,-.031398978,25,6,12047.082,16.798834,-2.6337819,351,-2.5771708,-2.6928296,-2.7212968,,,,53,52,57,54,,
2005,5506,12562.273,16.866667,-.21747637,30,6,11978.669,16.852983,-2.6919603,351,-2.6337819,-2.5771708,-2.6928296,-2.7212968,,,55,58,57,62,59,
2006,7912,13270.473,17.642857,-.21632358,28,6,12187.887,16.736765,-2.7343256,351,-2.6919603,-2.6337819,-2.5771708,-2.6928296,-2.7212968,,58,53,56,55,60,57
2007,3118,11676.688,15.9,.14898919,30,6,12180.476,16.667652,-2.7453063,351,-2.7343256,-2.6919603,-2.6337819,-2.5771708,-2.6928296,-2.7212968,58,60,55,58,57,62
2000,7876,10388.218,17.241379,,29,6,11751.008,16.383406,,352,,,,,,,,,,,,
2001,3082,12987.963,16.280001,.050572481,25,6,11961.75,16.514368,-2.6440887,352,,,,,,,54,,,,,
2002,5488,12136.624,17.233334,.22982568,30,6,12168.118,16.663309,-2.6225085,352,-2.6440887,,,,,,55,59,,,,
2003,3094,11272.501,17.30303,.14457251,33,6,12314.801,16.69521,-2.6317496,352,-2.6225085,-2.6440887,,,,,63,58,62,,,
2004,7900,12253.563,16.666666,.10071591,33,6,12047.082,16.798834,-2.6581209,352,-2.6317496,-2.6225085,-2.6440887,,,,66,63,58,62,,
2005,7906,12361.981,16.370371,-.087017633,27,6,11978.669,16.852983,-2.6722343,352,-2.6581209,-2.6317496,-2.6225085,-2.6440887,,,60,60,57,52,56,
2006,3112,11953.842,16.592592,-.093120344,27,6,12187.887,16.736765,-2.658808,352,-2.6722343,-2.6581209,-2.6317496,-2.6225085,-2.6440887,,54,60,60,57,52,56
2007,7918,12687.152,16.0625,-.1907047,32,6,12180.476,16.667652,-2.7171242,352,-2.658808,-2.6722343,-2.6581209,-2.6317496,-2.6225085,-2.6440887,59,59,65,65,62,57
2000,3077,11376.681,16.466667,,30,7,11751.008,16.383406,,353,,,,,,,,,,,,
2001,683,12267.379,16.959999,.22040243,25,7,11961.75,16.514368,-2.6883376,353,,,,,,,55,,,,,
2002,3089,11148.613,14.964286,-.05700846,28,7,12168.118,16.663309,-2.6563084,353,-2.6883376,,,,,,53,58,,,,
2003,7895,12744.151,16,-.051730178,32,7,12314.801,16.69521,-2.6004999,353,-2.6563084,-2.6883376,,,,,60,57,62,,,
2004,701,11884.03,17.529411,.012253272,34,7,12047.082,16.798834,-2.5388813,353,-2.6004999,-2.6563084,-2.6883376,,,,66,62,59,64,,
2005,707,12943.12,14.346154,.13371113,26,7,11978.669,16.852983,-2.6433072,353,-2.5388813,-2.6004999,-2.6563084,-2.6883376,,,60,58,54,51,56,
2006,3113,11390.064,17.375,.025787037,32,7,12187.887,16.736765,-2.7442119,353,-2.6433072,-2.5388813,-2.6004999,-2.6563084,-2.6883376,,58,66,64,60,57,62
2007,3119,12273.455,17.461538,.12936176,26,7,12180.476,16.667652,-2.7177458,353,-2.7442119,-2.6433072,-2.5388813,-2.6004999,-2.6563084,-2.6883376,58,52,60,58,54,51
2000,7877,12522.783,15.65625,,32,7,11751.008,16.383406,,354,,,,,,,,,,,,
2001,3083,10845.303,16.821428,-.31647971,28,7,11961.75,16.514368,-2.7792478,354,,,,,,,60,,,,,
2002,7889,11834.396,15.555555,-.27862409,27,7,12168.118,16.663309,-2.6836112,354,-2.7792478,,,,,,55,59,,,,
2003,5495,12292.325,17.719999,-.051938549,25,7,12314.801,16.69521,-2.6167841,354,-2.6836112,-2.7792478,,,,,52,53,57,,,
2004,3101,12893.589,17.423077,-.028313672,26,7,12047.082,16.798834,-2.6600266,354,-2.6167841,-2.6836112,-2.7792478,,,,51,53,54,58,,
2005,7907,11675.958,16.655172,.42726856,29,7,11978.669,16.852983,-2.6872582,354,-2.6600266,-2.6167841,-2.6836112,-2.7792478,,,55,54,56,57,61,
2006,713,11569.899,16,.11931676,28,7,12187.887,16.736765,-2.6379969,354,-2.6872582,-2.6600266,-2.6167841,-2.6836112,-2.7792478,,57,54,53,55,56,60
2007,719,11745.133,17.142857,-.16034308,28,7,12180.476,16.667652,-2.7308505,354,-2.6379969,-2.6872582,-2.6600266,-2.6167841,-2.6836112,-2.7792478,56,57,54,53,55,56
2000,5477,11317.25,15.6,,25,7,11751.008,16.383406,,355,,,,,,,,,,,,
2001,5483,11206.06,16.59375,-.11324479,32,7,11961.75,16.514368,-2.8064632,355,,,,,,,57,,,,,
2002,689,13116.403,15.96875,.06404984,32,7,12168.118,16.663309,-2.7012806,355,-2.8064632,,,,,,64,57,,,,
2003,3095,12637.207,18.09091,.10310794,33,7,12314.801,16.69521,-2.7188039,355,-2.7012806,-2.8064632,,,,,65,65,58,,,
2004,7901,11753.87,18.1,.098186821,30,7,12047.082,16.798834,-2.6926932,355,-2.7188039,-2.7012806,-2.8064632,,,,63,62,62,55,,
2005,3107,11435.131,17.633333,-.22951736,30,7,11978.669,16.852983,-2.6651917,355,-2.6926932,-2.7188039,-2.7012806,-2.8064632,,,60,63,62,62,55,
2006,7913,12580.592,16.821428,-.02801233,28,7,12187.887,16.736765,-2.6868184,355,-2.6651917,-2.6926932,-2.7188039,-2.7012806,-2.8064632,,58,58,61,60,60,53
2007,5519,12120.48,17.066668,.14405033,30,7,12180.476,16.667652,-2.6920633,355,-2.6868184,-2.6651917,-2.6926932,-2.7188039,-2.7012806,-2.8064632,58,60,60,63,62,62
2000,677,11814.229,15.620689,,29,7,11751.008,16.383406,,356,,,,,,,,,,,,
2001,7883,12784.538,16.928572,-.24557976,28,7,11961.75,16.514368,-2.7908998,356,,,,,,,57,,,,,
2002,5489,12575.365,17,.014012926,29,7,12168.118,16.663309,-2.703604,356,-2.7908998,,,,,,57,58,,,,
2003,695,13491.579,16.346153,-.00019726399,26,7,12314.801,16.69521,-2.6601861,356,-2.703604,-2.7908998,,,,,55,54,55,,,
2004,5501,11519.974,14.592592,.087258413,27,7,12047.082,16.798834,-2.7341905,356,-2.6601861,-2.703604,-2.7908998,,,,53,56,55,56,,
2005,5507,12138.762,17.121212,-.00020501288,33,7,11978.669,16.852983,-2.6614664,356,-2.7341905,-2.6601861,-2.703604,-2.7908998,,,60,59,62,61,62,
2006,5513,12136.563,16.666666,-.10835582,27,7,12187.887,16.736765,-2.5773954,356,-2.6614664,-2.7341905,-2.6601861,-2.703604,-2.7908998,,60,54,53,56,55,56
2007,7919,10901.336,16.347826,.23365605,23,7,12180.476,16.667652,-2.706198,356,-2.5773954,-2.6614664,-2.7341905,-2.6601861,-2.703604,-2.7908998,50,56,50,49,52,51
2000,5478,11820.566,15.076923,,26,8,11751.008,16.383406,,357,,,,,,,,,,,,
2001,7884,12034.991,15.878788,-.17361346,33,8,11961.75,16.514368,-2.6502936,357,,,,,,,59,,,,,
2002,3090,13671.482,16.714285,-.071948349,28,8,12168.118,16.663309,-2.6253057,357,-2.6502936,,,,,,61,54,,,,
2003,5496,11186.1,16.846153,.19781139,26,8,12314.801,16.69521,-2.6160054,357,-2.6253057,-2.6502936,,,,,54,59,52,,,
2004,7902,11997.146,17.533333,.15129076,30,8,12047.082,16.798834,-2.6279154,357,-2.6160054,-2.6253057,-2.6502936,,,,56,58,63,56,,
2005,5508,11912.228,16.1875,.011896254,32,8,11978.669,16.852983,-2.6728163,357,-2.6279154,-2.6160054,-2.6253057,-2.6502936,,,62,58,60,65,58,
2006,3114,11838.373,16.678572,-.14603494,28,8,12187.887,16.736765,-2.7985868,357,-2.6728163,-2.6279154,-2.6160054,-2.6253057,-2.6502936,,60,58,54,56,61,54
2007,5520,11620.971,16.5,-.12196588,26,8,12180.476,16.667652,-2.761929,357,-2.7985868,-2.6728163,-2.6279154,-2.6160054,-2.6253057,-2.6502936,54,58,56,52,54,59
2000,678,11168.384,17.0625,,32,8,11751.008,16.383406,,358,,,,,,,,,,,,
2001,3084,10995.616,15.928572,-.11989661,28,8,11961.75,16.514368,-2.777035,358,,,,,,,60,,,,,
2002,7890,12037.272,15.576923,-.58477229,26,8,12168.118,16.663309,-2.679307,358,-2.777035,,,,,,54,58,,,,
2003,696,12053.736,16.161291,-.014237792,31,8,12314.801,16.69521,-2.5182219,358,-2.679307,-2.777035,,,,,57,59,63,,,
2004,5502,11891.397,16.387096,.17091495,31,8,12047.082,16.798834,-2.5625072,358,-2.5182219,-2.679307,-2.777035,,,,62,57,59,63,,
2005,7908,13107.479,16.448277,-.020992748,29,8,11978.669,16.852983,-2.6019809,358,-2.5625072,-2.5182219,-2.679307,-2.777035,,,60,60,55,57,61,
2006,714,12915.413,16.709677,.14380166,31,8,12187.887,16.736765,-2.6847086,358,-2.6019809,-2.5625072,-2.5182219,-2.679307,-2.777035,,60,62,62,57,59,63
2007,3120,12609.771,16.576923,-.36695793,26,8,12180.476,16.667652,-2.6865745,358,-2.6847086,-2.6019809,-2.5625072,-2.5182219,-2.679307,-2.777035,57,55,57,57,52,54
2000,7878,11230.214,15.764706,,34,8,11751.008,16.383406,,359,,,,,,,,,,,,
2001,684,10845.295,16.928572,-.1805515,28,8,11961.75,16.514368,-2.7662067,359,,,,,,,62,,,,,
2002,690,12177.264,16.272728,-.15683529,33,8,12168.118,16.663309,-2.7074432,359,-2.7662067,,,,,,61,67,,,,
2003,3096,13218.921,15.870968,-.00014385005,31,8,12314.801,16.69521,-2.6303246,359,-2.7074432,-2.7662067,,,,,64,59,65,,,
2004,3102,11239.001,18.032259,.082379065,31,8,12047.082,16.798834,-2.6982257,359,-2.6303246,-2.7074432,-2.7662067,,,,62,64,59,65,,
2005,3108,10762.189,18.700001,.17315471,30,8,11978.669,16.852983,-2.7148285,359,-2.6982257,-2.6303246,-2.7074432,-2.7662067,,,61,61,63,58,64,
2006,5514,10937.651,16.548388,.033916611,31,8,12187.887,16.736765,-2.6675007,359,-2.7148285,-2.6982257,-2.6303246,-2.7074432,-2.7662067,,61,62,62,64,59,65
2007,7920,11226.648,16.413794,-.15524319,29,8,12180.476,16.667652,-2.8017414,359,-2.6675007,-2.7148285,-2.6982257,-2.6303246,-2.7074432,-2.7662067,60,59,60,60,62,57
2000,3078,11729.273,14.965517,,29,8,11751.008,16.383406,,360,,,,,,,,,,,,
2001,5484,11794.59,14.592592,.032548536,27,8,11961.75,16.514368,-2.734385,360,,,,,,,56,,,,,
2002,5490,12449.155,18.846153,.097278677,26,8,12168.118,16.663309,-2.6086702,360,-2.734385,,,,,,53,55,,,,
2003,7896,12700.209,14.714286,-.11433897,28,8,12314.801,16.69521,-2.6026566,360,-2.6086702,-2.734385,,,,,54,55,57,,,
2004,702,11768.469,16,.44071946,24,8,12047.082,16.798834,-2.5119741,360,-2.6026566,-2.6086702,-2.734385,,,,52,50,51,53,,
2005,708,13251.4,16.538462,-.16501135,26,8,11978.669,16.852983,-2.5856652,360,-2.5119741,-2.6026566,-2.6086702,-2.734385,,,50,54,52,53,55,
2006,7914,12230.452,16.142857,-.090734698,28,8,12187.887,16.736765,-2.6409121,360,-2.5856652,-2.5119741,-2.6026566,-2.6086702,-2.734385,,54,52,56,54,55,57
2007,720,10967.97,17.32353,.35706925,34,8,12180.476,16.667652,-2.6950209,360,-2.6409121,-2.5856652,-2.5119741,-2.6026566,-2.6086702,-2.734385,62,60,58,62,60,61
2000,7921,11311.533,17.517241,,29,3,12207.066,16.54834,,361,,,,,,,,,,,,
2001,7927,12249.377,16.461538,,26,3,12046.821,16.562963,,361,,,,,,,55,,,,,
2002,733,11474.488,16.370371,,27,3,12045.565,16.524813,,361,,,,,,,53,56,,,,
2003,7939,12916.899,15.34375,,32,3,12130.35,16.441441,,361,,,,,,,59,58,61,,,
2004,7945,12975.951,16.24,,25,3,12425.199,16.46003,,361,,,,,,,57,52,51,54,,
2005,5551,12550.007,16.25926,,27,3,11944.196,16.179487,,361,,,,,,,52,59,54,53,56,
2006,757,11742.975,15.294118,,34,3,12196.942,15.941442,,361,,,,,,,61,59,66,61,60,63
2007,5563,11018.091,15.423077,,26,3,12104.139,16.004431,,361,,,,,,,60,53,51,58,53,52
2000,3121,11721.865,16.413794,,29,3,12207.066,16.54834,,362,,,,,,,,,,,,
2001,3127,11554.886,16.071428,,28,3,12046.821,16.562963,,362,,,,,,,57,,,,,
2002,7933,12578.18,13.363636,,33,3,12045.565,16.524813,,362,,,,,,,61,62,,,,
2003,3139,12967.722,17.107143,,28,3,12130.35,16.441441,,362,,,,,,,61,56,57,,,
2004,5545,11705.047,17.357143,,28,3,12425.199,16.46003,,362,,,,,,,56,61,56,57,,
2005,3151,11217.521,16.241379,,29,3,11944.196,16.179487,,362,,,,,,,57,57,62,57,58,
2006,3157,11910.902,16.346153,,26,3,12196.942,15.941442,,362,,,,,,,55,54,54,59,54,55
2007,763,11983.142,16.294117,,34,3,12104.139,16.004431,,362,,,,,,,60,63,62,62,67,62
2000,5521,11994.178,15.074074,,27,3,12207.066,16.54834,,363,,,,,,,,,,,,
2001,5527,11778.683,15.642858,,28,3,12046.821,16.562963,,363,,,,,,,55,,,,,
2002,3133,12235.58,16.375,,24,3,12045.565,16.524813,,363,,,,,,,52,51,,,,
2003,739,11677.767,15.958333,,24,3,12130.35,16.441441,,363,,,,,,,48,52,51,,,
2004,745,12247.655,15.724138,,29,3,12425.199,16.46003,,363,,,,,,,53,53,57,56,,
2005,751,11512.339,16.178572,,28,3,11944.196,16.179487,,363,,,,,,,57,52,52,56,55,
2006,7957,12850.777,14.92,,25,3,12196.942,15.941442,,363,,,,,,,53,54,49,49,53,52
2007,7963,12631.489,18.153847,,26,3,12104.139,16.004431,,363,,,,,,,51,54,55,50,50,54
2000,721,13353.091,17.703703,,27,3,12207.066,16.54834,,364,,,,,,,,,,,,
2001,727,11548.763,17.26923,,26,3,12046.821,16.562963,,364,,,,,,,53,,,,,
2002,5533,12695.227,19.125,,24,3,12045.565,16.524813,,364,,,,,,,50,51,,,,
2003,5539,12329.378,15.2,,30,3,12130.35,16.441441,,364,,,,,,,54,56,57,,,
2004,3145,12965.684,15.793103,,29,3,12425.199,16.46003,,364,,,,,,,59,53,55,56,,
2005,7951,11449.191,14.615385,,26,3,11944.196,16.179487,,364,,,,,,,55,56,50,52,53,
2006,5557,12313.094,14.7,,30,3,12196.942,15.941442,,364,,,,,,,56,59,60,54,56,57
2007,3163,11782.145,16.848484,,33,3,12104.139,16.004431,,364,,,,,,,63,59,62,63,57,59
2000,5522,12575.311,17.444445,,27,4,12207.066,16.54834,,365,,,,,,,,,,,,
2001,3128,11341.585,16.5625,-.058414087,32,4,12046.821,16.562963,-2.7271979,365,,,,,,,59,,,,,
2002,3134,11389.397,14.826087,-.23843472,23,4,12045.565,16.524813,-2.6744816,365,-2.7271979,,,,,,55,50,,,,
2003,3140,12662.449,17.799999,-.059777729,25,4,12130.35,16.441441,-2.6426556,365,-2.6744816,-2.7271979,,,,,48,57,52,,,
2004,3146,12568.991,15.964286,.19104096,28,4,12425.199,16.46003,-2.5835276,365,-2.6426556,-2.6744816,-2.7271979,,,,53,51,60,55,,
2005,7952,12059.626,15.714286,-.0528813,28,4,11944.196,16.179487,-2.6803808,365,-2.5835276,-2.6426556,-2.6744816,-2.7271979,,,56,53,51,60,55,
2006,3158,13162.405,15.807693,.24337706,26,4,12196.942,15.941442,-2.6600292,365,-2.6803808,-2.5835276,-2.6426556,-2.6744816,-2.7271979,,54,54,51,49,58,53
2007,764,11950.03,14.966666,-.14009318,30,4,12104.139,16.004431,-2.6535659,365,-2.6600292,-2.6803808,-2.5835276,-2.6426556,-2.6744816,-2.7271979,56,58,58,55,53,62
2000,722,12331.267,18.916666,,24,4,12207.066,16.54834,,366,,,,,,,,,,,,
2001,728,13301.549,16.32258,-.087735109,31,4,12046.821,16.562963,-2.6572165,366,,,,,,,55,,,,,
2002,734,13532.532,16.59375,-.11436648,32,4,12045.565,16.524813,-2.6739583,366,-2.6572165,,,,,,63,56,,,,
2003,740,12898.534,15.551724,-.05893651,29,4,12130.35,16.441441,-2.6847219,366,-2.6739583,-2.6572165,,,,,61,60,53,,,
2004,5546,11882.94,17.096775,-.0041631199,31,4,12425.199,16.46003,-2.6510782,366,-2.6847219,-2.6739583,-2.6572165,,,,60,63,62,55,,
2005,752,10571.284,15.653846,.24187069,26,4,11944.196,16.179487,-2.7108693,366,-2.6510782,-2.6847219,-2.6739583,-2.6572165,,,57,55,58,57,50,
2006,5558,12306.059,14.633333,-.44259182,30,4,12196.942,15.941442,-2.7677751,366,-2.7108693,-2.6510782,-2.6847219,-2.6739583,-2.6572165,,56,61,59,62,61,54
2007,7964,12063.725,16.703703,-.026271285,27,4,12104.139,16.004431,-2.5868402,366,-2.7677751,-2.7108693,-2.6510782,-2.6847219,-2.6739583,-2.6572165,57,53,58,56,59,58
2000,7922,12195.367,15.566667,,30,4,12207.066,16.54834,,367,,,,,,,,,,,,
2001,5528,11535.379,17.173914,.016484199,23,4,12046.821,16.562963,-2.7077069,367,,,,,,,53,,,,,
2002,5534,11118.81,16.625,.14645804,24,4,12045.565,16.524813,-2.6609051,367,-2.7077069,,,,,,47,54,,,,
2003,7940,12559.03,15.2,-.02621994,30,4,12130.35,16.441441,-2.7087564,367,-2.6609051,-2.7077069,,,,,54,53,60,,,
2004,7946,12597.688,14.961538,.23165865,26,4,12425.199,16.46003,-2.6666896,367,-2.7087564,-2.6609051,-2.7077069,,,,56,50,49,56,,
2005,5552,11821.886,17.461538,.069380157,26,4,11944.196,16.179487,-2.6399062,367,-2.6666896,-2.7087564,-2.6609051,-2.7077069,,,52,56,50,49,56,
2006,7958,11598.157,17.733334,-.026259331,30,4,12196.942,15.941442,-2.7023771,367,-2.6399062,-2.6666896,-2.7087564,-2.6609051,-2.7077069,,56,56,60,54,53,60
2007,5564,12755.464,14.714286,-.35485584,28,4,12104.139,16.004431,-2.6985459,367,-2.7023771,-2.6399062,-2.6666896,-2.7087564,-2.6609051,-2.7077069,58,54,54,58,52,51
2000,3122,12784.259,18.517241,,29,4,12207.066,16.54834,,368,,,,,,,,,,,,
2001,7928,11879.633,16.846153,-.10864282,26,4,12046.821,16.562963,-2.6880887,368,,,,,,,55,,,,,
2002,7934,11198.753,17.034483,.0072854497,29,4,12045.565,16.524813,-2.6005936,368,-2.6880887,,,,,,55,58,,,,
2003,5540,12184.896,15.958333,.3427324,24,4,12130.35,16.441441,-2.6019261,368,-2.6005936,-2.6880887,,,,,53,50,53,,,
2004,746,10819.176,15.275862,-.048832968,29,4,12425.199,16.46003,-2.6349077,368,-2.6019261,-2.6005936,-2.6880887,,,,53,58,55,58,,
2005,3152,13027.597,16.290323,.20154066,31,4,11944.196,16.179487,-2.7068157,368,-2.6349077,-2.6019261,-2.6005936,-2.6880887,,,60,55,60,57,60,
2006,758,12481.957,15.041667,-.38097492,24,4,12196.942,15.941442,-2.7425628,368,-2.7068157,-2.6349077,-2.6019261,-2.6005936,-2.6880887,,55,53,48,53,50,53
2007,3164,12021.438,14.9,.12070684,30,4,12104.139,16.004431,-2.7390215,368,-2.7425628,-2.7068157,-2.6349077,-2.6019261,-2.6005936,-2.6880887,54,61,59,54,59,56
2000,7923,11646.028,15.692307,,26,5,12207.066,16.54834,,369,,,,,,,,,,,,
2001,5529,10722.952,16.965517,.048763152,29,5,12046.821,16.562963,-2.6210778,369,,,,,,,55,,,,,
2002,3135,11311.068,15.666667,.079202555,24,5,12045.565,16.524813,-2.6931062,369,-2.6210778,,,,,,53,50,,,,
2003,3141,11478.413,15.518518,.21329999,27,5,12130.35,16.441441,-2.7309644,369,-2.6931062,-2.6210778,,,,,51,56,53,,,
2004,3147,13826.684,15.111111,.079004034,27,5,12425.199,16.46003,-2.6813803,369,-2.7309644,-2.6931062,-2.6210778,,,,54,51,56,53,,
2005,5553,11946.998,15,.016345147,26,5,11944.196,16.179487,-2.6915762,369,-2.6813803,-2.7309644,-2.6931062,-2.6210778,,,53,53,50,55,52,
2006,759,11523.896,17,-.052338138,30,5,12196.942,15.941442,-2.7125936,369,-2.6915762,-2.6813803,-2.7309644,-2.6931062,-2.6210778,,56,57,57,54,59,56
2007,765,12355.15,15.8125,.057777803,32,5,12104.139,16.004431,-2.6866484,369,-2.7125936,-2.6915762,-2.6813803,-2.7309644,-2.6931062,-2.6210778,62,58,59,59,56,61
2000,723,13252.067,14.428572,,28,5,12207.066,16.54834,,370,,,,,,,,,,,,
